acceptance_id,requirement_id,module,actor,input_preconditions,input_action,ui_result_visible,backend_result,business_rule,workflow_state_impact,audit_impact,evidence_impact,failure_recovery,proof_required,test_level,regression_guard
AC-0001,MVP1-M01-001,Visit Planning - Planning,"Planner, Inspector","User Authentication, Role & Permission Management",Select planning method.,User can access only the planning methods permitted by their role.,Load the selected planning workflow.,"Three planning methods are supported: Bulk, Single and Immediate.",STM-PLAN-001;STM-PLAN-002 | states: Initiated->Criteria Built->Targets Retrieved->Targets Selected->Configured->Assigned->Ready to Publish->Published,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003,"ERR-PLN-001;ERR-PLN-002;ERR-ASG-001;ERR-PUB-001 | FAIL if requirement MVP1-M01-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M01-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0393,MVP1-M06-037,Level 2 Review & Resubmission,Level 2 Reviewer,"Evidence Service, Media Service","Preview photos, videos, documents, annotations.",Reviewer can preview all evidence.,"Display evidence grouped by source: factory data, report, item, action form.",Evidence is read-only after submission.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-037 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-037 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0394,MVP1-M06-038,Level 2 Review & Resubmission,Level 2 Reviewer,"Dynamic Form/Template Builder, Signature Service",Open generated forms.,Action forms display correctly.,"Display completed action forms, attachments, signatures/refusals.",Generated forms are read-only.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-038 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-038 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0395,MVP1-M06-039,Level 2 Review & Resubmission,"Reviewer, Auditor","Audit Service, Timeline Service",View timeline and audit.,Reviewer can trace all events.,Display immutable timeline and audit events from planning to submission.,Timeline and audit cannot be changed.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-039 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-039 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0396,MVP1-M06-040,Level 2 Review & Resubmission,Level 2 Reviewer,Version Engine,Open/compare versions.,Reviewer can compare resubmissions.,Display all submitted versions and differences between them.,No version is overwritten.,STM-COR-001;STM-COR-002 | states: Returned->Correction In Progress->Resubmitted->Under Review,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-040 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-040 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0397,MVP1-M06-041,Level 2 Review & Resubmission,Inspector,"Workflow Engine, Notification Service",Open returned inspection.,Inspector receives returned inspection.,Notify inspector and show returned inspection in assigned work.,Only assigned inspector can update returned inspection.,STM-COR-001;STM-COR-002 | states: Returned->Correction In Progress->Resubmitted->Under Review,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-041 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-041 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0398,MVP1-M06-042,Level 2 Review & Resubmission,Inspector,Workflow Engine,"Review reason, comments, returned sections.",Inspector understands required corrections.,"Display return reason, reviewer comments, returned sections, related fields/items/forms.",Return reason is mandatory.,STM-COR-001;STM-COR-002 | states: Returned->Correction In Progress->Resubmitted->Under Review,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-042 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-042 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0399,MVP1-M06-043,Level 2 Review & Resubmission,Inspector,"Permission Engine, Version Engine",Edit returned sections only.,Only returned sections are editable.,Unlock returned sections and keep non-returned sections read-only.,Inspector can edit only returned sections.,STM-COR-001;STM-COR-002 | states: Returned->Correction In Progress->Resubmitted->Under Review,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-043 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-043 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0400,MVP1-M06-044,Level 2 Review & Resubmission,Inspector,Draft Service,Save draft.,Returned updates are saved.,"Save edits, evidence changes, comments, and updated values.",Returned draft remains editable until resubmitted.,STM-COR-001;STM-COR-002 | states: Returned->Correction In Progress->Resubmitted->Under Review,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-044 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-044 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0401,MVP1-M06-045,Level 2 Review & Resubmission,Inspector,"Workflow Engine, Version Engine",Click Resubmit.,Resubmitted inspection returns to reviewer.,"Validate returned sections, create new submission version, lock version, status → Pending Review, notify reviewer.",Every resubmission creates new version. Previous version remains locked.,STM-COR-001;STM-COR-002 | states: Returned->Correction In Progress->Resubmitted->Under Review,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-045 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-045 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0402,MVP1-M06-046,Level 2 Review & Resubmission,Level 2 Reviewer,Version Engine,Compare previous vs latest.,Reviewer can identify corrected sections.,Highlight changes between previous submitted version and resubmitted version.,Reviewer reviews latest version while history remains accessible.,STM-COR-001;STM-COR-002 | states: Returned->Correction In Progress->Resubmitted->Under Review,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-046 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-046 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
